Episode,Plan,Why Actions?,Actions,Why Not?,Tree
1,"['occurs(move(learner,3,13),6)', 'occurs(move(learner,4,13),7)']","[[['holds(in(learner,2,13),6),-next_to(4,13,2,13)'], 'holds(in(learner,4,13),7)', 7], []]","['move(learner,19,8)', 'move(learner,19,6)']","[[[], ['holds(in(learner,2,13),6),-next_to(19,8,2,13)']], [[], ['holds(in(learner,3,13),7),-next_to(19,6,3,13)']]]","belief0 : 
['-occurs(move(learner,19,6),7)']
None
"
1,"['occurs(move(learner,3,12),8)', 'occurs(move(learner,4,12),9)', 'occurs(move(learner,5,12),10)']","[[['holds(in(learner,2,12),8),-next_to(5,12,2,12)'], 'holds(in(learner,5,12),10)', 10]]","['move(learner,9,11)']","[[[], ['holds(in(learner,2,12),8),-next_to(9,11,2,12)']]]","belief0 : 
['-occurs(move(learner,9,11),8)']
None
"
1,"['occurs(move(learner,3,12),8)', 'occurs(move(learner,4,12),9)', 'occurs(move(learner,5,12),10)']","[[['holds(in(learner,2,12),8),-next_to(5,12,2,12)'], 'holds(in(learner,5,12),10)', 10], [['holds(in(learner,3,12),9),-next_to(5,12,3,12)'], 'holds(in(learner,5,12),10)', 10]]","['move(learner,9,11)', 'shoot(learner,attacker1)']","[[[], ['holds(in(learner,2,12),8),-next_to(9,11,2,12)']], [[], ['-holds(in_range(learner,attacker1),9)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),9)']
None
belief1 : 
['-holds(in_range(learner,attacker1),9)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,3,12),8)', 'occurs(move(learner,4,12),9)', 'occurs(move(learner,5,12),10)']","[[['holds(in(learner,2,12),8),-next_to(5,12,2,12)'], 'holds(in(learner,5,12),10)', 10], [['holds(in(learner,3,12),9),-next_to(5,12,3,12)'], 'holds(in(learner,5,12),10)', 10], []]","['move(learner,9,11)', 'shoot(learner,attacker1)', 'shoot(learner,attacker2)']","[[[], ['holds(in(learner,2,12),8),-next_to(9,11,2,12)']], [[], ['-holds(in_range(learner,attacker1),9)']], [[], ['-holds(in_range(learner,attacker2),10)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),10)']
None
belief1 : 
['-holds(in_range(learner,attacker2),10)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
2,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,10,14),1),-next_to(7,14,10,14)'], 'holds(in(learner,7,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
2,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,10,14),1),-next_to(7,14,10,14)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker1),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),2)']
None
belief1 : 
['-holds(in_range(learner,attacker1),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
2,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,10,14),1),-next_to(7,14,10,14)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker1)', 'rotate(learner,west2)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker1),2)']], [['holds(face(learner,south),3),-next_dir(west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west2),3)']
None
belief1 : 
[('holds(face(learner,south),3)', '-next_dir(west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,"['occurs(move(learner,9,13),4)', 'occurs(move(learner,10,13),5)', 'occurs(move(learner,11,13),6)']","[[['holds(in(learner,8,13),4),-next_to(11,13,8,13)'], 'holds(in(learner,11,13),6)', 6]]","['rotate(learner,south_west)']","[[['holds(face(learner,south),4),-next_dir(south_west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west),4)']
None
belief1 : 
[('holds(face(learner,south),4)', '-next_dir(south_west,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,"['occurs(move(learner,9,13),4)', 'occurs(move(learner,10,13),5)', 'occurs(move(learner,11,13),6)']","[[['holds(in(learner,8,13),4),-next_to(11,13,8,13)'], 'holds(in(learner,11,13),6)', 6], [['holds(in(learner,9,13),5),-next_to(11,13,9,13)'], 'holds(in(learner,11,13),6)', 6]]","['rotate(learner,south_west)', 'rotate(learner,south_east)']","[[['holds(face(learner,south),4),-next_dir(south_west,north_east)']], [['holds(face(learner,south),5),-next_dir(south_east,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_east),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(south_east,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,"['occurs(move(learner,9,13),4)', 'occurs(move(learner,10,13),5)', 'occurs(move(learner,11,13),6)']","[[['holds(in(learner,8,13),4),-next_to(11,13,8,13)'], 'holds(in(learner,11,13),6)', 6], [['holds(in(learner,9,13),5),-next_to(11,13,9,13)'], 'holds(in(learner,11,13),6)', 6], []]","['rotate(learner,south_west)', 'rotate(learner,south_east)', 'rotate(learner,south_west2)']","[[['holds(face(learner,south),4),-next_dir(south_west,north_east)']], [['holds(face(learner,south),5),-next_dir(south_east,north_east)']], [['holds(face(learner,south),6),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),6)']
None
belief1 : 
[('holds(face(learner,south),6)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),3)', 3]]","['shoot(learner,attacker3)', 'rotate(learner,north)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [['holds(face(learner,south),2),-next_dir(north,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north),2)']
None
belief1 : 
[('holds(face(learner,south),2)', '-next_dir(north,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),3)', 3], []]","['shoot(learner,attacker3)', 'rotate(learner,north)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [['holds(face(learner,south),2),-next_dir(north,north_east)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker1),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),2)']
None
belief1 : 
['-holds(in_range(learner,attacker1),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker1)', 'move(learner,14,11)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker1),2)']], [[], ['holds(in(learner,12,14),3),-next_to(14,11,12,14)']]]","belief0 : 
['-occurs(move(learner,14,11),3)']
None
"
0,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),1)', '-holds(in_range(learner,attacker2),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),1)']
None
belief1 : 
['-holds(in_range(learner,attacker2),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker2)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker2),1)', '-holds(in_range(learner,attacker2),1)']], [[], ['-holds(in_range(learner,attacker3),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),2)']
None
belief1 : 
['-holds(in_range(learner,attacker3),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3], []]","['shoot(learner,attacker2)', 'shoot(learner,attacker3)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker2),1)', '-holds(in_range(learner,attacker2),1)']], [[], ['-holds(in_range(learner,attacker3),2)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
0,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,5,15),4),-next_to(3,14,5,15)'], 'holds(in(learner,3,14),6)', 6]]","['move(learner,0,3)']","[[[], ['holds(in(learner,5,15),4),-next_to(0,3,5,15)']]]","belief0 : 
['-occurs(move(learner,0,3),4)']
None
"
0,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,5,15),4),-next_to(3,14,5,15)'], 'holds(in(learner,3,14),6)', 6], [['holds(in(learner,5,14),5),-next_to(3,14,5,14)'], 'holds(in(learner,3,14),6)', 6]]","['move(learner,0,3)', 'move(learner,4,13)']","[[[], ['holds(in(learner,5,15),4),-next_to(0,3,5,15)']], [[], ['holds(in(learner,5,14),5),-next_to(4,13,5,14)']]]","belief0 : 
['-occurs(move(learner,4,13),5)']
None
"
0,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,5,15),4),-next_to(3,14,5,15)'], 'holds(in(learner,3,14),6)', 6], [['holds(in(learner,5,14),5),-next_to(3,14,5,14)'], 'holds(in(learner,3,14),6)', 6], []]","['move(learner,0,3)', 'move(learner,4,13)', 'rotate(learner,south_west2)']","[[[], ['holds(in(learner,5,15),4),-next_to(0,3,5,15)']], [[], ['holds(in(learner,5,14),5),-next_to(4,13,5,14)']], [['holds(face(learner,south),6),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),6)']
None
belief1 : 
[('holds(face(learner,south),6)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(move(learner,4,14),7)']",[[]],"['rotate(learner,north_east2)']","[[['holds(face(learner,south),7),-next_dir(north_east2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_east2),7)']
None
belief1 : 
[('holds(face(learner,south),7)', '-next_dir(north_east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
0,"['occurs(shoot(learner,attacker3),8)']",[[]],"['move(learner,4,2)']","[[[], ['holds(in(learner,3,14),8),-next_to(4,2,3,14)']]]","belief0 : 
['-occurs(move(learner,4,2),8)']
None
"
1,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3]]","['rotate(learner,south_west1)']","[[['holds(face(learner,south),1),-next_dir(south_west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west1),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(south_west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3]]","['rotate(learner,south_west1)', 'shoot(learner,attacker1)']","[[['holds(face(learner,south),1),-next_dir(south_west1,north_east)']], [[], ['-holds(in_range(learner,attacker1),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),2)']
None
belief1 : 
['-holds(in_range(learner,attacker1),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,11,15),1),-next_to(13,14,11,15)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3], []]","['rotate(learner,south_west1)', 'shoot(learner,attacker1)', 'rotate(learner,south_west2)']","[[['holds(face(learner,south),1),-next_dir(south_west1,north_east)']], [[], ['-holds(in_range(learner,attacker1),2)']], [['holds(face(learner,south),3),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),3)']
None
belief1 : 
[('holds(face(learner,south),3)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,"['occurs(move(learner,14,14),4)', 'occurs(move(learner,15,14),5)']","[[['holds(in(learner,14,15),4),-next_to(15,14,14,15)'], 'holds(in(learner,15,14),5)', 5]]","['shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker1),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),4)']
None
belief1 : 
['-holds(in_range(learner,attacker1),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(move(learner,14,14),4)', 'occurs(move(learner,15,14),5)']","[[['holds(in(learner,14,15),4),-next_to(15,14,14,15)'], 'holds(in(learner,15,14),5)', 5], []]","['shoot(learner,attacker1)', 'rotate(learner,north_east)']","[[[], ['-holds(in_range(learner,attacker1),4)']], [['holds(face(learner,south),5),-next_dir(north_east,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_east),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(north_east,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,[],[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),6)']
None
belief1 : 
['-holds(in_range(learner,attacker3),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,[],[[]],"['shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker1),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),7)']
None
belief1 : 
['-holds(in_range(learner,attacker1),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(shoot(learner,attacker2),8)']",[[]],"['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),8)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),8)']
None
belief1 : 
['-holds(in_range(learner,attacker3),8)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
1,"['occurs(shoot(learner,attacker2),9)']",[[]],"['move(learner,7,1)']","[[[], ['holds(in(learner,17,14),9),-next_to(7,1,17,14)']]]","belief0 : 
['-occurs(move(learner,7,1),9)']
None
"
1,"['occurs(move(learner,16,14),10)', 'occurs(move(learner,15,14),11)', 'occurs(move(learner,14,14),12)']","[[['holds(in(learner,17,14),10),-next_to(14,14,17,14)'], 'holds(in(learner,14,14),12)', 12]]","['move(learner,17,10)']","[[[], ['holds(in(learner,17,14),10),-next_to(17,10,17,14)']]]","belief0 : 
['-occurs(move(learner,17,10),10)']
None
"
1,"['occurs(move(learner,16,14),10)', 'occurs(move(learner,15,14),11)', 'occurs(move(learner,14,14),12)']","[[['holds(in(learner,17,14),10),-next_to(14,14,17,14)'], 'holds(in(learner,14,14),12)', 12], [['holds(in(learner,16,14),11),-next_to(14,14,16,14)'], 'holds(in(learner,14,14),12)', 12]]","['move(learner,17,10)', 'move(learner,19,1)']","[[[], ['holds(in(learner,17,14),10),-next_to(17,10,17,14)']], [[], ['holds(in(learner,16,14),11),-next_to(19,1,16,14)']]]","belief0 : 
['-occurs(move(learner,19,1),11)']
None
"
1,"['occurs(move(learner,16,14),10)', 'occurs(move(learner,15,14),11)', 'occurs(move(learner,14,14),12)']","[[['holds(in(learner,17,14),10),-next_to(14,14,17,14)'], 'holds(in(learner,14,14),12)', 12], [['holds(in(learner,16,14),11),-next_to(14,14,16,14)'], 'holds(in(learner,14,14),12)', 12], []]","['move(learner,17,10)', 'move(learner,19,1)', 'rotate(learner,north_west2)']","[[[], ['holds(in(learner,17,14),10),-next_to(17,10,17,14)']], [[], ['holds(in(learner,16,14),11),-next_to(19,1,16,14)']], [['holds(face(learner,south),12),-next_dir(north_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west2),12)']
None
belief1 : 
[('holds(face(learner,south),12)', '-next_dir(north_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,[],[[]],"['rotate(learner,south1)']",[[[]]],"belief0 : 
['-occurs(rotate(learner,south1),13)']
None
"
1,[],[[]],"['move(learner,6,0)']","[[[], []]]","belief0 : 
['-occurs(move(learner,6,0),14)']
None
"
1,[],[[]],"['shoot(learner,attacker1)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker1),15)']
None
"
1,[],[[]],"['move(learner,9,13)']","[[[], []]]","belief0 : 
['-occurs(move(learner,9,13),16)']
None
"
1,"['occurs(rotate(learner,south_west1),17)', 'occurs(rotate(learner,south_west2),18)', 'occurs(rotate(learner,south_west),19)']",[[]],"['rotate(learner,north_east2)']","[[['holds(face(learner,south),17),-next_dir(north_east2,south)']]]","belief0 : 
['-occurs(rotate(learner,north_east2),17)']
None
belief1 : 
[('holds(face(learner,south),17)', '-next_dir(north_east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
1,"['occurs(rotate(learner,south_west1),17)', 'occurs(rotate(learner,south_west2),18)', 'occurs(rotate(learner,south_west),19)']","[[], []]","['rotate(learner,north_east2)', 'move(learner,14,10)']","[[['holds(face(learner,south),17),-next_dir(north_east2,south)']], [[], ['holds(in(learner,15,14),18),-next_to(14,10,15,14)']]]","belief0 : 
['-occurs(move(learner,14,10),18)']
None
"
1,"['occurs(rotate(learner,south_west1),17)', 'occurs(rotate(learner,south_west2),18)', 'occurs(rotate(learner,south_west),19)']","[[], [], []]","['rotate(learner,north_east2)', 'move(learner,14,10)', 'move(learner,7,3)']","[[['holds(face(learner,south),17),-next_dir(north_east2,south)']], [[], ['holds(in(learner,15,14),18),-next_to(14,10,15,14)']], [[], ['holds(in(learner,15,14),19),-next_to(7,3,15,14)']]]","belief0 : 
['-occurs(move(learner,7,3),19)']
None
"
2,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,8,15),1),-next_to(6,14,8,15)'], 'holds(in(learner,6,14),3)', 3]]","['rotate(learner,south)']","[[['holds(face(learner,south),1),-next_dir(south,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(south,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,8,15),1),-next_to(6,14,8,15)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3]]","['rotate(learner,south)', 'move(learner,17,11)']","[[['holds(face(learner,south),1),-next_dir(south,north_east)']], [[], ['holds(in(learner,8,14),2),-next_to(17,11,8,14)']]]","belief0 : 
['-occurs(move(learner,17,11),2)']
None
"
2,"['occurs(move(learner,8,14),1)', 'occurs(move(learner,7,14),2)', 'occurs(move(learner,6,14),3)']","[[['holds(in(learner,8,15),1),-next_to(6,14,8,15)'], 'holds(in(learner,6,14),3)', 3], [['holds(in(learner,8,14),2),-next_to(6,14,8,14)'], 'holds(in(learner,6,14),3)', 3], []]","['rotate(learner,south)', 'move(learner,17,11)', 'move(learner,16,3)']","[[['holds(face(learner,south),1),-next_dir(south,north_east)']], [[], ['holds(in(learner,8,14),2),-next_to(17,11,8,14)']], [[], ['holds(in(learner,7,14),3),-next_to(16,3,7,14)']]]","belief0 : 
['-occurs(move(learner,16,3),3)']
None
"
2,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,6,14),4),-next_to(3,14,6,14)'], 'holds(in(learner,3,14),6)', 6]]","['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),4)']
None
belief1 : 
['-holds(in_range(learner,attacker2),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
2,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,6,14),4),-next_to(3,14,6,14)'], 'holds(in(learner,3,14),6)', 6], [['holds(in(learner,5,14),5),-next_to(3,14,5,14)'], 'holds(in(learner,3,14),6)', 6]]","['shoot(learner,attacker2)', 'rotate(learner,north_west)']","[[[], ['-holds(in_range(learner,attacker2),4)']], [['holds(face(learner,south),5),-next_dir(north_west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(north_west,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
